sex,fnlwgt,race,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,education,workclass,,income,age
Male,176360,Black,9,Never-married,Craft-repair,Own-child,Black,0,0,40,United-States,HS-grad,Private,,<=50K,31
Female,452405,White,1,Never-married,Other-service,Other-relative,White,0,0,35,Mexico,Preschool,Private,,<=50K,31
Male,297396,White,9,Never-married,?,Own-child,White,0,0,10,United-States,HS-grad,?,,<=50K,18
Male,84790,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,55,United-States,Bachelors,Private,,>50K,45
Male,186787,White,9,Never-married,Craft-repair,Own-child,White,0,0,42,United-States,HS-grad,Private,,<=50K,31
Male,169662,White,#NAME?,Married-civ-spouse,Prof-specialty,Husband,White,0,0,42,United-States,?,Private,,>50K,27
Female,125933,Black,10,Widowed,Exec-managerial,Unmarried,Black,0,1669,38,United-States,Some-college,Private,,<=50K,48
Female,35448,#NAME?,9,Married-civ-spouse,?,Wife,#NAME?,0,0,22,United-States,HS-grad,?,,<=50K,22
Male,225548,Black,13,Married-civ-spouse,Protective-serv,Husband,Black,0,0,30,United-States,Bachelors,Private,,<=50K,34
Female,240842,Black,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,40,United-States,HS-grad,Private,,<=50K,26
Male,103931,White,10,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,53
Male,232618,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,35,United-States,Bachelors,Private,,>50K,60
Female,288548,White,14,Separated,Prof-specialty,Unmarried,White,0,0,50,United-States,Masters,Local-gov,,<=50K,49
Female,220609,White,10,Divorced,Exec-managerial,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,40
Male,26145,White,6,Married-civ-spouse,Farming-fishing,Husband,White,0,0,80,United-States,10th,Self-emp-inc,,<=50K,48
Male,268525,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,50,United-States,Bachelors,Private,,<=50K,23
Male,133758,Black,4,Widowed,?,Not-in-family,Black,0,0,10,United-States,7th-8th,?,,<=50K,68
Male,121264,White,11,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Assoc-voc,Private,,>50K,42
Male,29814,White,9,Never-married,Farming-fishing,Own-child,White,0,0,85,United-States,HS-grad,Self-emp-not-inc,,<=50K,37
Female,193701,White,9,Never-married,Craft-repair,Own-child,White,0,0,45,United-States,HS-grad,Private,,<=50K,27
Male,183279,White,10,Married-civ-spouse,Exec-managerial,Husband,White,0,0,44,United-States,Some-college,Private,,>50K,38
Male,163942,White,9,Never-married,Craft-repair,Not-in-family,White,0,0,35,Ireland,HS-grad,Private,,<=50K,27
Female,188612,#NAME?,9,Widowed,Adm-clerical,Not-in-family,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,75
Male,102771,White,13,Married-civ-spouse,Sales,Husband,White,0,0,52,United-States,Bachelors,Self-emp-inc,,>50K,49
Male,85625,#NAME?,10,Never-married,Sales,Not-in-family,#NAME?,0,0,20,United-States,Some-college,Private,,<=50K,27
Male,245090,White,13,Never-married,Farming-fishing,Not-in-family,White,0,0,50,Mexico,Bachelors,Self-emp-not-inc,,<=50K,36
Male,131239,White,13,Married-civ-spouse,Prof-specialty,Husband,White,3103,0,45,United-States,Bachelors,Private,,>50K,36
Male,182074,White,9,Divorced,Handlers-cleaners,Own-child,White,0,0,35,United-States,HS-grad,Private,,<=50K,35
Male,187046,#NAME?,9,Married-civ-spouse,Sales,Husband,#NAME?,0,0,40,United-States,HS-grad,Private,,>50K,36
Male,90624,Black,7,Married-civ-spouse,Craft-repair,Husband,Black,0,0,40,United-States,11th,Private,,<=50K,53
Female,37933,Black,10,Never-married,Adm-clerical,Unmarried,Black,0,0,40,United-States,Some-college,Private,,<=50K,27
Male,182177,White,9,Divorced,Craft-repair,Not-in-family,White,3325,0,35,United-States,HS-grad,Private,,<=50K,34
Male,716416,White,#NAME?,Married-civ-spouse,Sales,Husband,White,0,0,44,United-States,?,Private,,>50K,61
Male,190562,#NAME?,9,Divorced,Machine-op-inspct,Unmarried,#NAME?,0,0,56,United-States,HS-grad,Private,,<=50K,29
Female,141583,Black,10,Divorced,Adm-clerical,Unmarried,Black,0,0,35,United-States,Some-college,State-gov,,<=50K,40
Male,98941,White,14,Never-married,Exec-managerial,Not-in-family,White,0,0,40,United-States,Masters,Private,,>50K,37
Male,201729,White,5,Never-married,Handlers-cleaners,Other-relative,White,0,0,30,United-States,9th,Private,,<=50K,22
Male,175485,White,10,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Some-college,Self-emp-inc,,<=50K,43
Male,149168,White,9,Married-civ-spouse,Farming-fishing,Husband,White,0,0,30,United-States,HS-grad,Self-emp-not-inc,,<=50K,55
Female,115971,White,10,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,28
Female,161708,White,13,Never-married,Other-service,Own-child,White,0,0,30,United-States,Bachelors,Private,,<=50K,23
Male,244903,Black,7,Married-civ-spouse,Craft-repair,Husband,Black,0,0,40,United-States,11th,Local-gov,,>50K,64
Male,155664,White,10,Never-married,Handlers-cleaners,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,46
Male,112754,White,10,Never-married,Craft-repair,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,29
Male,178385,Asian-Pac-Islander,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,48,India,Masters,Private,,<=50K,44
Male,44064,White,10,Never-married,Prof-specialty,Own-child,White,0,0,25,United-States,Some-college,Private,,<=50K,20
Male,120939,White,10,Divorced,Sales,Not-in-family,White,0,0,40,United-States,Some-college,Self-emp-not-inc,,<=50K,62
Female,165134,White,11,Never-married,Exec-managerial,Unmarried,White,0,0,35,Columbia,Assoc-voc,Private,,<=50K,49
Female,100405,Amer-Indian-Eskimo,6,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,0,0,40,United-States,10th,Private,,<=50K,29
Male,361888,White,13,Married-civ-spouse,Sales,Husband,White,0,0,60,Japan,Bachelors,Self-emp-not-inc,,<=50K,35
Male,167864,White,7,Married-civ-spouse,Transport-moving,Husband,White,0,0,30,United-States,11th,Local-gov,,<=50K,39
Male,202950,White,13,Never-married,Exec-managerial,Not-in-family,White,0,0,45,United-States,Bachelors,Private,,<=50K,39
Female,218188,#NAME?,9,Divorced,Machine-op-inspct,Other-relative,#NAME?,0,0,32,United-States,HS-grad,Private,,<=50K,37
Male,234962,White,9,Married-civ-spouse,Handlers-cleaners,Husband,White,2829,0,30,Mexico,HS-grad,Private,,<=50K,38
Male,177226,White,9,Married-civ-spouse,?,Husband,White,0,0,8,United-States,HS-grad,?,,<=50K,72
Male,259931,#NAME?,4,Married-civ-spouse,Machine-op-inspct,Husband,#NAME?,0,0,40,United-States,7th-8th,Private,,<=50K,31
Male,189528,White,4,Married-civ-spouse,Craft-repair,Husband,White,0,0,60,United-States,7th-8th,Private,,<=50K,55
Female,34996,White,10,Separated,Other-service,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,38
Female,112584,White,10,Divorced,Sales,Not-in-family,White,0,0,25,United-States,Some-college,Private,,<=50K,33
Female,117589,White,12,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Private,,<=50K,25
Male,145234,White,10,Never-married,?,Own-child,White,0,0,30,United-States,Some-college,?,,<=50K,19
Female,267086,White,11,Divorced,Tech-support,Unmarried,White,0,0,52,United-States,Assoc-voc,Private,,<=50K,37
Male,44434,White,10,Divorced,Tech-support,Other-relative,White,0,0,35,United-States,Some-college,Private,,<=50K,49
Male,96130,White,9,Never-married,Craft-repair,Other-relative,White,0,0,40,United-States,HS-grad,Private,,<=50K,26
Male,181382,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,43,United-States,HS-grad,Private,,<=50K,35
Female,168845,White,9,Married-civ-spouse,Sales,Wife,White,0,0,60,United-States,HS-grad,Self-emp-inc,,<=50K,44
Male,271767,White,14,Separated,Exec-managerial,Not-in-family,White,0,0,45,United-States,Masters,Private,,>50K,37
Male,194636,#NAME?,13,Married-civ-spouse,Prof-specialty,Husband,#NAME?,0,0,45,United-States,Bachelors,Private,,>50K,42
Female,194894,White,16,Never-married,Prof-specialty,Not-in-family,White,4787,0,40,United-States,Doctorate,State-gov,,>50K,64
Male,132686,White,9,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,28
Male,185848,White,9,Never-married,Exec-managerial,Not-in-family,White,4650,0,50,United-States,HS-grad,Self-emp-not-inc,,<=50K,35
Male,184378,White,13,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,Bachelors,State-gov,,<=50K,40
Male,270859,#NAME?,13,Married-civ-spouse,Prof-specialty,Husband,#NAME?,0,0,40,United-States,Bachelors,Federal-gov,,>50K,55
Male,231866,White,9,Never-married,Farming-fishing,Own-child,White,0,0,65,United-States,HS-grad,Private,,<=50K,21
Female,36032,Black,10,Never-married,Exec-managerial,Not-in-family,Black,0,0,40,United-States,Some-college,Private,,<=50K,49
Male,172962,White,#NAME?,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,?,State-gov,,>50K,51
Male,98350,Asian-Pac-Islander,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,0,1902,40,Philippines,Prof-school,Private,,>50K,57
Male,24185,White,13,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,Bachelors,Private,,>50K,51
Male,53930,Black,6,Never-married,Craft-repair,Not-in-family,Black,0,0,40,?,10th,Private,,<=50K,38
Female,85088,White,9,Never-married,Sales,Own-child,White,0,1762,32,United-States,HS-grad,Private,,<=50K,24
Male,94962,#NAME?,9,Married-civ-spouse,Craft-repair,Husband,#NAME?,0,0,40,England,HS-grad,Self-emp-not-inc,,<=50K,45
Male,480861,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,45,United-States,HS-grad,Private,,<=50K,28
Male,187702,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,2415,60,United-States,Prof-school,Self-emp-inc,,>50K,42
Male,52262,White,10,Never-married,Other-service,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,22
Male,52636,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Masters,State-gov,,<=50K,28
Female,175273,White,9,Widowed,Machine-op-inspct,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,60
Female,327825,#NAME?,9,Separated,Machine-op-inspct,Unmarried,#NAME?,0,2238,40,United-States,HS-grad,Private,,<=50K,31
Male,125892,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,75,United-States,Some-college,Private,,>50K,47
Male,78255,White,9,Divorced,?,Not-in-family,White,0,0,25,United-States,HS-grad,?,,<=50K,40
Male,398827,White,9,Married-AF-spouse,Adm-clerical,Husband,White,0,0,60,United-States,HS-grad,Private,,<=50K,30
Male,208919,White,14,Married-civ-spouse,Sales,Husband,White,0,0,60,United-States,Masters,Private,,>50K,61
Female,365996,White,13,Widowed,Prof-specialty,Unmarried,White,0,0,6,United-States,Bachelors,Local-gov,,<=50K,71
Female,307638,White,9,Divorced,Adm-clerical,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,42
Male,33068,White,8,Married-civ-spouse,Craft-repair,Husband,White,0,0,55,United-States,12th,Local-gov,,<=50K,44
Male,254291,White,10,Married-civ-spouse,Sales,Husband,White,0,0,60,United-States,Some-college,Self-emp-not-inc,,>50K,46
Female,125417,Black,15,Never-married,Exec-managerial,Not-in-family,Black,0,0,52,United-States,Prof-school,Local-gov,,>50K,50
Male,28848,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,9,United-States,Bachelors,State-gov,,<=50K,27
Male,273425,White,11,Married-civ-spouse,?,Husband,White,0,0,15,United-States,Assoc-voc,?,,<=50K,40
Female,194723,White,10,Never-married,Adm-clerical,Other-relative,White,0,0,40,Mexico,Some-college,Private,,<=50K,21
Male,195118,White,9,Never-married,Handlers-cleaners,Other-relative,White,0,0,35,United-States,HS-grad,Private,,<=50K,25
Male,123273,White,3,Divorced,Transport-moving,Not-in-family,White,0,1876,56,United-States,5th-6th,Private,,<=50K,61
Male,220115,White,10,Divorced,Adm-clerical,Not-in-family,White,0,0,30,United-States,Some-college,Private,,<=50K,54
Male,265706,White,13,Never-married,Sales,Not-in-family,White,0,0,40,United-States,Bachelors,Private,,<=50K,31
Male,279129,White,10,Married-civ-spouse,Farming-fishing,Husband,White,0,0,30,United-States,Some-college,Self-emp-not-inc,,<=50K,53
Male,122742,#NAME?,12,Married-civ-spouse,Exec-managerial,Husband,#NAME?,15024,0,55,United-States,Assoc-acdm,Self-emp-inc,,>50K,39
Male,172654,White,15,Married-civ-spouse,Transport-moving,Husband,White,15024,0,50,United-States,Prof-school,Self-emp-inc,,>50K,57
Female,119199,White,13,Divorced,Sales,Unmarried,White,0,0,44,United-States,Bachelors,Private,,<=50K,48
Male,107793,White,10,Married-civ-spouse,Transport-moving,Husband,White,0,0,56,United-States,Some-college,Private,,>50K,30
Male,237943,White,9,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,60,United-States,HS-grad,Private,,<=50K,35
Male,64632,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,50,United-States,HS-grad,Self-emp-not-inc,,<=50K,42
Male,96245,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Self-emp-not-inc,,<=50K,34
Male,361494,White,9,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,59
Male,122850,#NAME?,6,Married-civ-spouse,Exec-managerial,Husband,#NAME?,0,0,20,United-States,10th,Local-gov,,<=50K,69
Female,173652,White,10,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,29
Male,164663,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,40
Male,98678,White,10,Never-married,Other-service,Own-child,White,0,0,15,United-States,Some-college,Private,,<=50K,21
Female,245529,White,12,Divorced,Prof-specialty,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Private,,<=50K,40
Male,55294,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,43
Male,140583,White,#NAME?,Divorced,Handlers-cleaners,Not-in-family,White,0,0,40,United-States,?,Private,,<=50K,36
Male,79797,Asian-Pac-Islander,9,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,40,Japan,HS-grad,Private,,>50K,41
Male,113044,White,9,Widowed,?,Not-in-family,White,0,0,30,United-States,HS-grad,?,,<=50K,72
Male,283499,White,10,Never-married,Transport-moving,Own-child,White,0,0,30,United-States,Some-college,Private,,<=50K,20
Female,51111,White,13,Widowed,Adm-clerical,Not-in-family,White,0,0,40,United-States,Bachelors,Local-gov,,<=50K,41
Male,232475,White,10,Divorced,Exec-managerial,Not-in-family,White,0,0,50,United-States,Some-college,Private,,<=50K,34
Female,176140,Black,7,Divorced,Other-service,Unmarried,Black,0,0,40,United-States,11th,Private,,<=50K,48
Female,301654,White,9,Never-married,Exec-managerial,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,27
Male,376455,White,10,Married-civ-spouse,Exec-managerial,Husband,White,15024,0,60,United-States,Some-college,Private,,>50K,35
Male,192569,Black,9,Never-married,?,Own-child,Black,0,0,40,United-States,HS-grad,?,,<=50K,28
Male,229803,Black,9,Never-married,Craft-repair,Own-child,Black,0,0,40,United-States,HS-grad,Private,,<=50K,27
Male,337639,White,10,Never-married,Sales,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,20
Female,130849,White,10,Never-married,Sales,Own-child,White,0,0,15,United-States,Some-college,Private,,<=50K,18
Male,296282,White,13,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Bachelors,Private,,<=50K,32
Male,266645,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,60,United-States,Masters,Private,,>50K,38
Male,110128,#NAME?,10,Never-married,Other-service,Own-child,#NAME?,0,0,40,United-States,Some-college,State-gov,,<=50K,23
Male,90196,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,45,United-States,Bachelors,Private,,>50K,#NAME?
Male,40024,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,0,38,United-States,Prof-school,State-gov,,>50K,40
Female,144322,White,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,35
Male,162340,White,10,Widowed,Exec-managerial,Unmarried,White,0,0,40,United-States,Some-college,Self-emp-inc,,<=50K,74
Male,169069,White,9,Never-married,Craft-repair,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,28
Male,113601,White,10,Never-married,Handlers-cleaners,Own-child,White,0,0,30,United-States,Some-college,Private,,<=50K,23
Male,157145,White,10,Never-married,Farming-fishing,Own-child,White,0,2258,10,United-States,Some-college,Self-emp-not-inc,,<=50K,20
Female,111275,Black,9,Divorced,Machine-op-inspct,Unmarried,Black,0,0,56,United-States,HS-grad,Private,,<=50K,44
Female,102076,White,9,Divorced,Adm-clerical,Unmarried,White,0,0,25,United-States,HS-grad,Local-gov,,<=50K,46
Male,182117,White,10,Never-married,?,Own-child,White,0,0,40,United-States,Some-college,?,,<=50K,20
Male,145409,White,13,Married-civ-spouse,Sales,Husband,White,15024,0,50,United-States,Bachelors,Self-emp-not-inc,,>50K,51
Female,190122,White,10,Separated,Adm-clerical,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,40
Male,331482,White,15,Married-civ-spouse,Tech-support,Husband,White,0,1977,40,United-States,Prof-school,Private,,>50K,48
Male,170114,White,5,Married-civ-spouse,Farming-fishing,Husband,White,0,1672,84,United-States,9th,Self-emp-not-inc,,<=50K,60
Male,193188,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Bachelors,Self-emp-inc,,>50K,48
Female,267588,White,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,70,United-States,Bachelors,Local-gov,,<=50K,46
Male,200471,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Bachelors,Self-emp-inc,,>50K,48
Female,175586,Black,9,Never-married,?,Unmarried,Black,0,0,35,United-States,HS-grad,?,,<=50K,22
Female,322658,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,40,United-States,Bachelors,Local-gov,,<=50K,24
Female,263982,#NAME?,#NAME?,Divorced,Prof-specialty,Unmarried,#NAME?,0,0,40,United-States,?,State-gov,,<=50K,45
Female,266287,White,8,Never-married,Sales,Own-child,White,0,0,35,United-States,12th,Private,,<=50K,18
Male,278187,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,39
Male,81413,White,#NAME?,Married-civ-spouse,Farming-fishing,Husband,White,0,2352,65,United-States,?,Self-emp-inc,,<=50K,65
Female,221745,White,10,Divorced,Machine-op-inspct,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,22
Female,140764,White,10,Never-married,Other-service,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,20
Male,206351,White,10,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,28
Male,176814,White,15,Married-civ-spouse,Prof-specialty,Husband,White,99999,0,50,United-States,Prof-school,Private,,>50K,46
Male,245307,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,1977,48,United-States,Bachelors,Local-gov,,>50K,42
Male,124971,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,?,Doctorate,State-gov,,>50K,61
Male,119545,White,10,Married-civ-spouse,Exec-managerial,Own-child,White,7688,0,50,United-States,Some-college,Private,,>50K,28
Female,179203,White,10,Never-married,Sales,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,18
Male,#NAME?,Asian-Pac-Islander,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0,40,United-States,Bachelors,Federal-gov,,<=50K,24
Male,178319,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,0,56,United-States,Doctorate,Private,,>50K,45
Male,219754,White,9,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,24
Male,198316,White,13,Married-civ-spouse,Exec-managerial,Husband,White,15024,0,50,United-States,Bachelors,Private,,>50K,44
Male,168165,White,10,Never-married,Other-service,Own-child,White,0,0,30,United-States,Some-college,Private,,<=50K,20
Male,356838,White,10,Married-civ-spouse,Tech-support,Husband,White,2829,0,55,Poland,Some-college,Private,,<=50K,35
Male,210736,White,13,Married-civ-spouse,Sales,Husband,White,0,0,60,United-States,Bachelors,Self-emp-inc,,<=50K,52
Male,173212,White,12,Never-married,Farming-fishing,Not-in-family,White,2354,0,45,United-States,Assoc-acdm,Private,,<=50K,25
Male,130431,White,3,Never-married,Farming-fishing,Not-in-family,White,0,0,36,Mexico,5th-6th,Private,,<=50K,19
Male,169809,White,13,Married-civ-spouse,?,Husband,White,0,0,20,United-States,Bachelors,?,,<=50K,35
Female,197481,White,10,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,54
Male,155066,White,10,Never-married,Craft-repair,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,21
Female,31290,White,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,40,United-States,HS-grad,Private,,>50K,26
Female,54102,White,11,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,42
Female,181546,White,10,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,19
Male,153484,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,1977,50,United-States,Masters,Private,,>50K,55
Male,351228,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,HS-grad,State-gov,,<=50K,44
Male,131976,White,13,Never-married,Exec-managerial,Own-child,White,0,0,55,United-States,Bachelors,Private,,<=50K,25
Male,200639,White,10,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,26
Female,267546,White,12,Separated,Prof-specialty,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Federal-gov,,>50K,64
Female,179875,Other,7,Divorced,Other-service,Unmarried,Other,0,0,40,United-States,11th,Private,,<=50K,41
Male,237865,Black,10,Never-married,?,Own-child,Black,0,0,40,?,Some-college,?,,<=50K,25
Male,300528,White,10,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,#NAME?
Male,67716,White,9,Never-married,Craft-repair,Own-child,White,10520,0,48,United-States,HS-grad,Private,,>50K,45
Male,326048,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,44,United-States,Bachelors,Federal-gov,,>50K,48
Male,191188,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,60
Male,32172,White,10,Never-married,Farming-fishing,Not-in-family,White,0,0,50,United-States,Some-college,Self-emp-not-inc,,<=50K,45
Male,252903,#NAME?,6,Married-civ-spouse,Sales,Husband,#NAME?,0,1977,40,United-States,10th,Private,,>50K,51
Female,334314,White,9,Divorced,Adm-clerical,Unmarried,White,0,0,40,United-States,HS-grad,Federal-gov,,<=50K,37
Male,83704,White,10,Never-married,Adm-clerical,Own-child,White,0,0,30,United-States,Some-college,Private,,<=50K,22
Male,160574,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,65,United-States,HS-grad,Private,,>50K,44
Male,203776,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,50,United-States,HS-grad,Private,,<=50K,27
Male,328610,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,HS-grad,Local-gov,,<=50K,47
Male,295589,Black,14,Married-civ-spouse,Exec-managerial,Husband,Black,0,1977,40,United-States,Masters,Private,,>50K,32
Male,174373,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,50,United-States,Bachelors,Private,,>50K,40
Male,247752,White,9,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,41
Female,199244,#NAME?,6,Divorced,?,Not-in-family,#NAME?,0,0,40,United-States,10th,?,,<=50K,32
Female,#NAME?,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,40,United-States,Bachelors,Private,,<=50K,26
Male,95680,Asian-Pac-Islander,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,40,United-States,Some-college,Private,,<=50K,47
Male,189933,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,45,United-States,HS-grad,Self-emp-inc,,<=50K,55
Male,498785,White,9,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,38
Male,177526,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,15,United-States,Bachelors,State-gov,,<=50K,24
Male,150121,White,16,Married-civ-spouse,Exec-managerial,Husband,White,0,0,25,United-States,Doctorate,Self-emp-not-inc,,>50K,64
Male,130454,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Bachelors,Federal-gov,,>50K,56
Male,119079,White,9,Married-civ-spouse,Sales,Husband,White,0,0,49,United-States,HS-grad,Private,,>50K,41
Male,220939,#NAME?,9,Married-civ-spouse,Sales,Husband,#NAME?,7298,0,45,United-States,HS-grad,Private,,>50K,33
Male,94235,White,15,Never-married,Prof-specialty,Own-child,White,0,0,42,United-States,Prof-school,Private,,>50K,33
Male,305874,White,10,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,21
Male,62020,Black,9,Widowed,Craft-repair,Not-in-family,Black,0,0,40,United-States,HS-grad,Local-gov,,<=50K,59
Male,235624,White,11,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,Germany,Assoc-voc,Private,,>50K,58
Male,247514,White,14,Divorced,Prof-specialty,Unmarried,White,0,0,40,United-States,Masters,Local-gov,,<=50K,43
Male,275726,Black,9,Never-married,Craft-repair,Own-child,Black,0,0,40,United-States,HS-grad,Private,,<=50K,21
Male,72896,White,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,45
Female,110510,White,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,50,United-States,HS-grad,Local-gov,,>50K,53
Male,173938,White,15,Married-civ-spouse,Adm-clerical,Husband,White,0,0,50,?,Prof-school,Private,,>50K,41
Female,200641,White,6,Married-civ-spouse,Exec-managerial,Wife,White,0,0,40,Mexico,10th,Private,,<=50K,27
Male,211654,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,50,?,Some-college,Private,,>50K,53
Male,242720,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,35,United-States,Masters,Private,,>50K,38
Male,111567,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,70,United-States,Bachelors,Private,,>50K,31
Male,179533,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,35,United-States,HS-grad,Private,,<=50K,41
Female,334693,White,10,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,Some-college,State-gov,,<=50K,22
Male,198096,White,14,Married-civ-spouse,Sales,Husband,White,0,0,60,United-States,Masters,Self-emp-not-inc,,<=50K,43
Male,355756,White,10,Never-married,Prof-specialty,Not-in-family,White,0,0,40,United-States,Some-college,State-gov,,<=50K,41
#NAME?,19395,White,10,Married-civ-spouse,Handlers-cleaners,Wife,White,0,0,35,United-States,Some-college,Private,,<=50K,27
